,filename,label,features
1450,ID_3fd401845,[0.00699313 0.0414678  0.02566623 0.07603725 0.06488772 0.10430785],"[2.8608617e-04 3.1853593e-03 2.2638771e-03 ... 1.4010415e+00 7.4404210e-01
 1.7198951e+00]"
1451,ID_fe008ca7a,[0.00305693 0.02553852 0.01330525 0.0419599  0.035831   0.08101112],"[3.0943647e-04 2.8725525e-03 2.3756358e-03 ... 1.0258762e+00 1.5284483e+00
 1.1567461e+00]"
1452,ID_383752bd7,[0.0028583  0.01890379 0.009884   0.03113104 0.03074391 0.1011325 ],"[3.1796377e-04 3.3104368e-03 2.3161124e-03 ... 5.7660365e-01 1.1564041e+00
 1.3917100e+00]"
1453,ID_9aa3a4605,[0.0026584  0.01766007 0.00601534 0.02137682 0.01774403 0.05330228],"[3.5597145e-04 4.0307124e-03 2.5062808e-03 ... 1.2477832e+00 1.9708247e+00
 1.3299727e+00]"
1454,ID_98a72c320,[0.00166275 0.01241883 0.00364203 0.01581316 0.01132178 0.02940426],"[4.0098169e-04 4.9011707e-03 2.5436780e-03 ... 9.9078375e-01 3.1493359e+00
 1.2730930e+00]"
1455,ID_5c9693a31,[0.00208571 0.01717932 0.00520083 0.03369318 0.01821331 0.06862808],"[3.8749923e-04 3.3987029e-03 2.7613684e-03 ... 7.3301750e-01 3.0155435e+00
 2.1425095e+00]"
1456,ID_2d78d30f0,[0.00598041 0.04835555 0.01709343 0.08536217 0.0451365  0.15443549],"[4.1218020e-04 3.7603348e-03 2.9865657e-03 ... 7.9256606e-01 1.2467257e+00
 1.6784941e+00]"
1457,ID_e9843e809,[0.00475928 0.03370191 0.02168234 0.07360999 0.03289077 0.17588738],"[3.9376310e-04 3.7690841e-03 3.3369306e-03 ... 1.4189402e+00 7.9822910e-01
 5.5019355e-01]"
1458,ID_dc4540e79,[0.00254413 0.02680647 0.01297506 0.03978342 0.02408183 0.08987338],"[4.2971937e-04 3.7243690e-03 3.7587718e-03 ... 1.3286887e+00 1.5682929e+00
 3.3712938e+00]"
1459,ID_ea84431e7,[0.00684546 0.04888231 0.02419372 0.07502105 0.03586933 0.13337429],"[4.6789364e-04 2.1219742e-03 4.0563890e-03 ... 1.6179821e+00 8.3458114e-01
 2.5700378e+00]"
1460,ID_f3d425700,[0.00153394 0.01315503 0.01048829 0.01854331 0.01454553 0.03537066],"[5.2483025e-04 1.8552641e-03 4.2493176e-03 ... 2.0905745e+00 8.3482039e-01
 2.1079211e+00]"
1461,ID_da7e2c775,[0.00529027 0.03310017 0.02354122 0.0424323  0.02609504 0.06878156],"[6.4596749e-04 2.7767927e-03 5.3329319e-03 ... 1.0996668e+00 2.7101879e+00
 1.8792322e+00]"
1462,ID_d6ff16391,[0.00290567 0.01784767 0.00806725 0.01565897 0.02421154 0.01896286],"[7.6863560e-04 4.3741846e-03 5.8758040e-03 ... 1.2670493e+00 9.1246027e-01
 9.8392177e-01]"
1463,ID_06baf91dd,[0.00188567 0.0120715  0.00846684 0.01249888 0.00938953 0.02609728],"[4.0110052e-04 2.3274585e-03 2.7398495e-03 ... 2.7666131e-01 6.8168586e-01
 1.8258867e+00]"
1464,ID_7862b4927,[0.00086187 0.00961814 0.0055844  0.01267844 0.01051038 0.01630175],"[3.4604836e-04 3.0543196e-03 2.8518494e-03 ... 8.8468164e-02 3.8676137e-01
 2.5318918e+00]"
1465,ID_2f9864ad5,[0.00057986 0.00547952 0.00290329 0.0041949  0.00412308 0.00468097],"[3.0305487e-04 3.7467869e-03 3.1439466e-03 ... 4.0691465e-01 6.0554302e-01
 2.9943562e+00]"
1466,ID_bcd0facd8,[0.00034291 0.00264629 0.00152337 0.00265652 0.00233295 0.0050153 ],"[2.7841609e-04 3.7761193e-03 3.6201738e-03 ... 1.3554045e+00 8.4929895e-01
 1.2843046e+00]"
1467,ID_0c0cf1315,[0.00064197 0.00410425 0.00342403 0.0047013  0.00382171 0.00895138],"[2.3961684e-04 4.4777798e-03 3.1404323e-03 ... 3.5232309e-01 6.0805243e-01
 1.5576966e+00]"
1468,ID_57f99ccc7,[0.00102491 0.00641199 0.00482587 0.00874112 0.00607127 0.01077512],"[2.6078115e-04 4.6384502e-03 3.1179108e-03 ... 8.1390274e-01 3.5892516e-01
 1.9719640e+00]"
1469,ID_55b898d80,[0.00094891 0.0084755  0.00556142 0.01217445 0.00636593 0.01015747],"[2.9670034e-04 2.7863802e-03 3.2301126e-03 ... 1.9945213e-01 9.5652068e-01
 2.1210337e+00]"
1470,ID_bbc52a36c,[0.00043175 0.00281838 0.00227457 0.00406956 0.00159741 0.0020744 ],"[2.8407617e-04 3.7512651e-03 2.6145717e-03 ... 4.7199477e-02 1.1101569e+00
 2.6410022e+00]"
1471,ID_fe9ec1306,[0.00112929 0.00783878 0.00447421 0.01186541 0.00710403 0.0099973 ],"[2.7912704e-04 4.0866551e-03 2.4934700e-03 ... 2.3286979e-01 1.1002047e+00
 2.5267487e+00]"
1472,ID_f2edb0ec4,[0.00091198 0.00746374 0.00556183 0.0090478  0.00813629 0.01148754],"[2.0505211e-04 4.2696884e-03 2.5434559e-03 ... 6.5519303e-01 1.1499221e+00
 1.5942584e+00]"
1473,ID_587bf42d9,[0.00097232 0.01162195 0.00808356 0.007408   0.00618149 0.00989068],"[2.3314802e-04 4.2558918e-03 2.1891932e-03 ... 1.2064382e+00 1.2181143e+00
 1.7541082e+00]"
1474,ID_8284e56ee,[0.00269225 0.01948231 0.01134643 0.02063416 0.02008778 0.03199425],"[3.2718954e-04 4.0905140e-03 2.5706235e-03 ... 1.8157986e-01 1.2377036e+00
 2.9373918e+00]"
1475,ID_d7975aa8b,[0.00050546 0.00395704 0.00539006 0.00379885 0.00352566 0.00394303],"[3.2877445e-04 4.2021684e-03 3.1205034e-03 ... 3.0069441e-01 9.5473689e-01
 2.2866740e+00]"
1476,ID_d685dd001,[0.00049769 0.00519959 0.00325661 0.00359253 0.00458424 0.00478191],"[3.4580159e-04 4.2567477e-03 2.8721851e-03 ... 3.7273425e-01 1.6543379e+00
 2.1861606e+00]"
1477,ID_db5eb8743,[0.00027318 0.00332309 0.0020163  0.00248787 0.00212566 0.00627808],"[3.5273508e-04 3.7083286e-03 2.6823762e-03 ... 4.3708211e-01 1.1565542e+00
 1.6186187e+00]"
1478,ID_eaab85820,[0.00023795 0.00344045 0.00173642 0.00254995 0.00192271 0.00404647],"[3.3234092e-04 3.4316294e-03 2.3695896e-03 ... 7.8190804e-02 1.0068883e+00
 1.6404430e+00]"
1479,ID_ca3af6b6a,[0.00083463 0.00878424 0.0067199  0.00575013 0.00644004 0.01631733],"[3.2408824e-04 3.3271620e-03 2.7410754e-03 ... 3.9778638e-01 1.1480560e+00
 2.4050291e+00]"
1480,ID_22f218b90,[0.00106305 0.01090214 0.00875098 0.00799413 0.00748394 0.01281863],"[3.0704605e-04 3.1180072e-03 2.6784493e-03 ... 9.3300903e-01 1.0739295e+00
 1.7708590e+00]"
1481,ID_41ce7c0de,[0.00055252 0.0036355  0.00423406 0.00328223 0.00484701 0.00726731],"[3.1091936e-04 4.8816614e-03 2.6892358e-03 ... 4.9410534e-01 1.9692676e+00
 9.2858422e-01]"
1482,ID_af85dcf2e,[0.00090452 0.00520426 0.00454149 0.00444145 0.00551191 0.00882917],"[3.0822493e-04 5.1314458e-03 2.5670570e-03 ... 3.9921221e-01 2.0589585e+00
 1.0364699e+00]"
1483,ID_3d9809c15,[0.00107593 0.00680257 0.00334732 0.00489382 0.00467834 0.00990716],"[3.4472725e-04 4.9688732e-03 2.7233870e-03 ... 3.5755447e-01 1.6078999e+00
 1.1098695e+00]"
1484,ID_9d462cb9a,[0.00201915 0.0143564  0.00538926 0.0100599  0.00887549 0.01999764],"[3.7864724e-04 4.7068973e-03 2.7135361e-03 ... 1.1595169e+00 1.1687436e+00
 1.6677645e+00]"
1485,ID_c4cd31aef,[0.00045537 0.00386492 0.00132136 0.00303478 0.00274909 0.00534644],"[3.4094686e-04 4.4909599e-03 3.1914806e-03 ... 7.4994421e-01 2.9654570e+00
 2.2894256e+00]"
1486,ID_35b66e50c,[0.0007971  0.00891141 0.00296144 0.0074964  0.00513873 0.01375882],"[3.3992014e-04 4.2371498e-03 3.2096712e-03 ... 1.0476784e+00 1.5153475e+00
 1.4897857e+00]"
1487,ID_3a42f9823,[0.00022487 0.00216397 0.0010899  0.00375751 0.0018296  0.00373792],"[3.6121131e-04 5.1004235e-03 3.2559093e-03 ... 1.3110693e+00 3.8418036e+00
 1.4815640e+00]"
1488,ID_cb0e97dd7,[0.00059596 0.00519176 0.00221498 0.01011922 0.00762103 0.01339102],"[3.2624434e-04 4.2335521e-03 3.0195760e-03 ... 1.8464713e+00 2.9432592e+00
 2.0395672e+00]"
1489,ID_af200141a,[0.00042029 0.00429368 0.00170589 0.00689667 0.00681394 0.01067772],"[3.3578236e-04 4.8576081e-03 3.4939211e-03 ... 2.5460205e+00 2.7845368e+00
 1.8187317e+00]"
1490,ID_a3989d98b,[0.00081121 0.00456928 0.00261201 0.0131503  0.00962623 0.01536849],"[3.6926768e-04 4.0055960e-03 3.9269887e-03 ... 2.5973501e+00 2.0321903e+00
 2.1270192e+00]"
1491,ID_d1139130b,[0.00267159 0.01509252 0.00631345 0.02891095 0.0162787  0.03567415],"[4.0004868e-04 3.4084443e-03 4.1338475e-03 ... 1.0300581e+00 8.3089578e-01
 2.5492496e+00]"
1492,ID_a21d0f370,[0.00153414 0.01163235 0.00450353 0.01748906 0.0146731  0.02578086],"[5.0842698e-04 3.2676714e-03 5.1602595e-03 ... 1.7358499e+00 1.2546821e+00
 2.2616210e+00]"
1493,ID_7c9f3710d,[0.00137526 0.01310039 0.00449855 0.01560102 0.01580672 0.02127159],"[6.0201390e-04 3.6169286e-03 5.1940829e-03 ... 2.3823731e+00 1.3041563e+00
 1.1237159e+00]"
1494,ID_78b748522,[0.00094603 0.00896662 0.00350359 0.01018839 0.01101507 0.01386768],"[6.8094139e-04 4.3298760e-03 6.4177066e-03 ... 1.4966420e+00 1.1088818e+00
 1.2737007e+00]"
1495,ID_32ef5a68e,[0.00123251 0.01382582 0.00569492 0.01349021 0.01034432 0.02103704],"[7.9208077e-04 5.4185488e-03 6.9318675e-03 ... 6.8907750e-01 9.8458183e-01
 1.1351144e+00]"
1496,ID_e69179db9,[0.00033567 0.00986255 0.00281552 0.01418055 0.00745319 0.02045961],"[8.4767840e-04 6.4238422e-03 7.2905198e-03 ... 2.8948002e+00 1.6295686e+00
 7.2687429e-01]"
1497,ID_b7f202846,[0.00102572 0.01732991 0.00355024 0.02401329 0.01214699 0.02545855],"[1.0039713e-03 6.7769922e-03 6.9824243e-03 ... 1.8995249e+00 1.3370382e+00
 6.4484054e-01]"
1498,ID_720efb709,[0.00102572 0.01732991 0.00355024 0.02401329 0.01214699 0.02545855],"[1.0039713e-03 6.7769922e-03 6.9824243e-03 ... 1.8995249e+00 1.3370382e+00
 6.4484054e-01]"
1499,ID_8c3ccb721,[0.00549907 0.02780698 0.02403045 0.06186324 0.03889285 0.08154868],"[4.1928713e-04 2.9396794e-03 4.2429906e-03 ... 1.5046097e+00 3.3103067e-01
 1.1632871e-01]"
1500,ID_e0729d084,[0.00122724 0.01127301 0.0059608  0.0165787  0.00669763 0.0196699 ],"[4.3845232e-04 3.7299108e-03 3.8957794e-03 ... 1.3324230e+00 2.2048162e-01
 7.8405690e-01]"
1501,ID_bcd7e2559,[0.00121136 0.01095183 0.00408937 0.0148634  0.00726302 0.01617276],"[4.2830576e-04 4.9162414e-03 3.6474064e-03 ... 2.6885777e+00 2.3855025e-01
 6.9827759e-01]"
1502,ID_8861a663c,[0.00182926 0.02402029 0.00701705 0.01890619 0.00810597 0.03467278],"[4.6785985e-04 3.0032275e-03 3.2079616e-03 ... 1.2759204e+00 3.2699382e-01
 1.4742395e+00]"
1503,ID_aa03c4063,[0.00169357 0.02661729 0.01071082 0.01661976 0.00854519 0.02660711],"[4.5190699e-04 3.8120882e-03 2.9423668e-03 ... 6.6872549e-01 5.6167144e-01
 8.1043553e-01]"
1504,ID_dafbb6a5c,[0.00207054 0.01914181 0.01698827 0.01906446 0.00819323 0.02745629],"[4.0291867e-04 3.7014894e-03 2.9790204e-03 ... 1.0349331e+00 2.5000092e-01
 1.4860232e+00]"
1505,ID_e92e20d4d,[0.00103179 0.01210734 0.00941187 0.01957078 0.00912913 0.02584085],"[3.7967836e-04 5.0191041e-03 2.7005028e-03 ... 1.8671094e+00 4.0317678e-01
 7.0343554e-01]"
1506,ID_4a0eef4ae,[0.00139272 0.01772427 0.00999307 0.02263011 0.01105217 0.03312723],"[3.5924220e-04 4.3579983e-03 2.6457845e-03 ... 2.5347278e+00 4.4065747e-01
 1.4043597e+00]"
1507,ID_6c6fe7dc2,[0.00129776 0.0167191  0.01253798 0.01638357 0.00866384 0.02067945],"[3.5904924e-04 4.7141695e-03 2.8071380e-03 ... 2.8550022e+00 2.0907283e-01
 1.7812238e+00]"
1508,ID_c90e840d4,[0.00054594 0.01267829 0.00619706 0.01250968 0.00324868 0.00936026],"[3.6984411e-04 4.1860603e-03 2.8109900e-03 ... 2.8788764e+00 3.8797024e-01
 1.1386861e+00]"
1509,ID_82d2c0b45,[0.00131662 0.02499399 0.01033942 0.01788619 0.01157754 0.04061811],"[4.0420715e-04 4.1688322e-03 2.6450630e-03 ... 3.7988496e+00 3.9878905e-01
 1.0286193e+00]"
1510,ID_159f26a6c,[0.00437987 0.06731784 0.01699344 0.03244533 0.03164618 0.09409277],"[3.8811087e-04 4.1311998e-03 2.6480970e-03 ... 9.6349549e-01 3.9224568e-01
 8.6546493e-01]"
1511,ID_c7e17b2d4,[0.00779313 0.0862326  0.02767357 0.07513114 0.05131008 0.15590595],"[3.9078257e-04 3.6373492e-03 2.8008493e-03 ... 5.9399998e-01 2.7886477e-01
 8.2776928e-01]"
1512,ID_1e0eed1c3,[0.00752712 0.09317002 0.03643465 0.0978701  0.04548671 0.19456787],"[4.3535559e-04 4.1348995e-03 2.7143643e-03 ... 1.0482357e+00 4.1168508e-01
 5.0905764e-01]"
1513,ID_bf73dc7e6,[0.00137221 0.0187052  0.00550758 0.01694501 0.00769595 0.02561403],"[4.5876967e-04 4.7177486e-03 2.9523131e-03 ... 9.4129813e-01 6.9928634e-01
 1.2766308e+00]"
1514,ID_9ee2550db,[0.00274553 0.02578017 0.00669611 0.02262075 0.0102811  0.03312909],"[4.7126319e-04 4.8556793e-03 3.1972032e-03 ... 4.8028409e-01 9.0867293e-01
 5.5803072e-01]"
1515,ID_00c464023,[0.00179962 0.01728262 0.00363238 0.01410055 0.00670543 0.01373829],"[4.4703588e-04 4.2290860e-03 3.2823097e-03 ... 8.3079737e-01 1.2901926e+00
 3.7372875e-01]"
1516,ID_f72493a76,[0.00430716 0.03450084 0.00715186 0.03117177 0.0127425  0.04814028],"[4.6813797e-04 4.1833031e-03 3.1980588e-03 ... 1.1192682e+00 1.3302289e+00
 8.9769530e-01]"
1517,ID_f47e78880,[0.00378829 0.03372135 0.00745883 0.03073623 0.01385706 0.06108711],"[4.9267564e-04 4.2301519e-03 3.3965039e-03 ... 1.5241691e+00 2.3938055e+00
 3.0977052e-01]"
1518,ID_a657b6fa2,[0.00255916 0.02408866 0.00595893 0.03751696 0.01793011 0.05127549],"[5.2626431e-04 5.0404910e-03 3.7180563e-03 ... 3.1726458e+00 2.4385719e+00
 4.0680316e-01]"
1519,ID_12ff797ef,[0.00100697 0.00938005 0.0018443  0.01597986 0.00856487 0.01533627],"[5.4834690e-04 6.1356775e-03 3.8374702e-03 ... 2.6074762e+00 3.5537605e+00
 7.9196161e-01]"
1520,ID_b4918d51f,[0.00155919 0.01147281 0.00280054 0.02649614 0.01538363 0.02277002],"[6.0339214e-04 5.6675281e-03 4.3766061e-03 ... 3.4714942e+00 3.7460928e+00
 6.4616215e-01]"
1521,ID_a8f4b9472,[0.00268467 0.01391474 0.00253346 0.02936594 0.01023609 0.02769552],"[5.8557995e-04 4.8381449e-03 4.3789246e-03 ... 3.5727682e+00 2.6144209e+00
 1.0995846e+00]"
1522,ID_d078242e8,[0.00093917 0.00859623 0.00116741 0.01738067 0.01011392 0.01891109],"[6.0504873e-04 5.5524278e-03 4.8403977e-03 ... 3.6224015e+00 3.8007166e+00
 1.1938341e+00]"
1523,ID_4fc4c6f2d,[0.00043299 0.00484397 0.00098614 0.01020181 0.00419962 0.00892731],"[6.4718258e-04 5.2008005e-03 5.2323318e-03 ... 2.9892635e+00 5.1356392e+00
 3.4520502e+00]"
1524,ID_dbe4ef1ad,[0.00084    0.00707563 0.00219501 0.01146795 0.0052275  0.01207175],"[6.9441262e-04 4.8560714e-03 5.4165106e-03 ... 1.2330739e+00 2.5619495e+00
 3.0981855e+00]"
1525,ID_2838760ae,[0.000308   0.00428134 0.00164994 0.00636894 0.00317291 0.00559997],"[7.6159288e-04 5.2243914e-03 5.9707188e-03 ... 1.0996196e+00 2.9170468e+00
 1.5821784e+00]"
1526,ID_ec891bc16,[0.00057954 0.00810065 0.00286497 0.00884223 0.00589942 0.01221077],"[8.3997543e-04 5.3134141e-03 6.7093568e-03 ... 2.5111032e+00 8.8470459e-01
 6.0778773e-01]"
1527,ID_1ad75fcfc,[0.00046736 0.00861749 0.00219548 0.01107251 0.00549726 0.01975934],"[8.3020533e-04 7.2468333e-03 7.1992539e-03 ... 2.8043809e+00 1.5886736e+00
 6.0307467e-01]"
1528,ID_ee7c3b25d,[0.00102572 0.01732991 0.00355024 0.02401329 0.01214699 0.02545855],"[1.0039713e-03 6.7769922e-03 6.9824243e-03 ... 1.8995249e+00 1.3370382e+00
 6.4484054e-01]"
1529,ID_5a2657ee0,[0.00063131 0.00383846 0.00287052 0.00592909 0.00636947 0.01162568],"[3.2047904e-04 3.1944707e-03 3.3730741e-03 ... 1.2619495e+00 6.9990051e-01
 2.8256259e+00]"
1530,ID_6136d31c4,[0.00053175 0.00371669 0.0032472  0.00520714 0.00496705 0.00696412],"[2.8591859e-04 3.2222806e-03 2.9676831e-03 ... 1.3241969e+00 1.1329334e+00
 3.3893127e+00]"
1531,ID_a1b8e6216,[0.00088788 0.00787766 0.00355209 0.00793114 0.00616549 0.00791614],"[2.7681107e-04 3.3939984e-03 3.0419426e-03 ... 7.4542367e-01 8.1520748e-01
 2.1309199e+00]"
1532,ID_6f72c5c48,[0.00085602 0.00842958 0.00462857 0.01108672 0.00879448 0.01554534],"[3.2717839e-04 3.8022320e-03 3.2929727e-03 ... 1.3261634e-01 1.0182188e+00
 3.2928436e+00]"
1533,ID_6d7603ed4,[0.00046749 0.00532584 0.00380254 0.00648216 0.00508871 0.00660907],"[3.1947828e-04 3.4965915e-03 3.7076676e-03 ... 1.4137828e-01 5.0889456e-01
 3.2219222e+00]"
1534,ID_5b4bac50d,[0.00058584 0.00627627 0.0051621  0.00562654 0.00541408 0.00798611],"[3.1137111e-04 3.0840922e-03 3.0205322e-03 ... 4.8855019e-01 1.0177599e+00
 1.8018372e+00]"
1535,ID_1514776bc,[0.00058668 0.00514753 0.0034625  0.00465633 0.00399585 0.0074233 ],"[3.0849464e-04 3.6659383e-03 2.6918747e-03 ... 4.9909866e-01 1.5729562e+00
 2.1607842e+00]"
1536,ID_7a142613f,[0.00044104 0.00448902 0.00233707 0.00324656 0.00362046 0.00430268],"[2.9957655e-04 3.7280107e-03 2.8911778e-03 ... 1.8539883e-01 2.2223721e+00
 2.3312976e+00]"
1537,ID_16fd7fa4d,[0.00040231 0.00436864 0.00197645 0.00367468 0.0021601  0.00274458],"[2.7082366e-04 4.1451869e-03 2.6879054e-03 ... 3.2160047e-01 1.9994093e+00
 2.8770571e+00]"
1538,ID_a7f4d54c3,[0.0021062  0.02327348 0.00980131 0.0173001  0.01224503 0.02770989],"[2.4652912e-04 2.8718251e-03 2.4988512e-03 ... 4.0463036e-01 7.7636707e-01
 1.8339100e+00]"
1539,ID_00c0c1f5a,[0.00103882 0.01576186 0.00779623 0.01092268 0.00860763 0.01342929],"[3.0455962e-04 3.6759246e-03 2.8634469e-03 ... 4.3570995e-01 9.6418023e-01
 1.5644045e+00]"
1540,ID_de69cd4ce,[0.00279787 0.03098076 0.01406555 0.02457585 0.02313458 0.05046339],"[3.0986065e-04 2.9601296e-03 3.0261895e-03 ... 1.3092771e-01 1.1260123e+00
 1.6488954e+00]"
1541,ID_77d939963,[0.00155175 0.01461352 0.01158073 0.01611483 0.0178361  0.02719277],"[3.0839382e-04 3.3590975e-03 2.6381374e-03 ... 4.5712459e-01 7.1333981e-01
 2.3626213e+00]"
1542,ID_a6c3b863a,[0.00144624 0.01447258 0.00516144 0.00624983 0.01139675 0.01202762],"[2.6604655e-04 3.2012651e-03 2.2945586e-03 ... 7.7217318e-02 8.0447865e-01
 2.8790517e+00]"
1543,ID_03221b628,[0.00138999 0.02582043 0.01139    0.01293758 0.01429236 0.02012637],"[2.6280689e-04 2.5532173e-03 2.2424497e-03 ... 1.2961595e+00 5.2078843e-01
 9.0259922e-01]"
1544,ID_febb4ce42,[0.00138575 0.01973485 0.01408163 0.01416838 0.0146213  0.03167721],"[2.5659666e-04 3.4118586e-03 2.2279241e-03 ... 1.2476432e+00 6.4306533e-01
 8.2180983e-01]"
1545,ID_6b5b794b9,[0.00210105 0.01797699 0.00951637 0.01142759 0.01264467 0.02947675],"[2.9120338e-04 3.7553192e-03 2.2246514e-03 ... 9.3810546e-01 9.4713682e-01
 1.0471733e+00]"
1546,ID_4e8cd7816,[0.00109047 0.01044151 0.00568483 0.00915832 0.01008968 0.01534192],"[3.0824594e-04 4.5739412e-03 2.4006576e-03 ... 7.7477157e-01 2.1171532e+00
 1.1807919e+00]"
1547,ID_d34cedaa2,[0.00149955 0.01861686 0.01080302 0.01766352 0.01520613 0.03502408],"[2.8638798e-04 4.2729187e-03 2.5147377e-03 ... 7.5602150e-01 1.7815111e+00
 1.1937361e+00]"
1548,ID_bdb3a4f02,[0.00159954 0.01206704 0.0076612  0.01114798 0.00795187 0.0192818 ],"[2.7646410e-04 4.1369870e-03 2.4336460e-03 ... 2.9219955e-01 2.1146300e+00
 1.5012019e+00]"
1549,ID_d28611730,[0.00084908 0.0096313  0.0042552  0.0077016  0.00727073 0.01135271],"[2.5607055e-04 4.6175774e-03 2.5476445e-03 ... 2.5158203e-01 1.9840478e+00
 1.1433367e+00]"
1550,ID_e5645449e,[0.00069466 0.01015409 0.00386839 0.00750652 0.00540755 0.01119849],"[2.6375387e-04 4.7391318e-03 2.4169763e-03 ... 4.1768971e-01 1.7443080e+00
 1.2938097e+00]"
1551,ID_e446a605a,[0.00186875 0.01464236 0.00503259 0.01525029 0.01234087 0.02590234],"[3.1929545e-04 5.9031248e-03 2.4735522e-03 ... 9.4957179e-01 1.3628683e+00
 1.2663395e+00]"
1552,ID_e7e7d829d,[0.00863131 0.05710102 0.02823684 0.06420018 0.04290184 0.15832965],"[3.4193828e-04 6.6538048e-03 2.6123771e-03 ... 1.3145294e+00 5.8156848e-01
 5.9475410e-01]"
1553,ID_34f04a5fa,[0.00295072 0.02758257 0.00953569 0.02311854 0.01326096 0.06436054],"[3.6595890e-04 6.5579489e-03 2.8694505e-03 ... 5.4702532e-01 7.0862442e-01
 8.6103410e-01]"
1554,ID_603f3ae8a,[0.00092824 0.01135679 0.00215816 0.00688313 0.00415994 0.01344791],"[4.9475423e-04 5.1620877e-03 3.0955262e-03 ... 2.4373784e+00 1.5537250e+00
 1.5985987e+00]"
1555,ID_d43b15032,[0.00078831 0.00861543 0.00143962 0.00857107 0.00532163 0.01143826],"[5.1520427e-04 4.6030893e-03 3.3675772e-03 ... 4.8363752e+00 2.8100419e+00
 1.2456155e+00]"
1556,ID_f56a5b540,[0.0019768  0.01792302 0.00248397 0.02278027 0.01232015 0.02283621],"[5.0821929e-04 6.2932610e-03 3.8173730e-03 ... 2.2230821e+00 3.6895518e+00
 1.2787101e+00]"
1557,ID_33af78981,[0.00117135 0.00899707 0.0017345  0.02597218 0.01208828 0.0237103 ],"[5.3851260e-04 5.6785611e-03 4.2151902e-03 ... 4.7182279e+00 2.2742121e+00
 2.5281637e+00]"
1558,ID_45292517b,[0.00082346 0.00768626 0.00166058 0.01689835 0.00727287 0.0172005 ],"[5.4670533e-04 5.6914035e-03 4.8748557e-03 ... 3.3337886e+00 3.4798613e+00
 3.1357384e+00]"
1559,ID_f8063ccbd,[0.00069037 0.00723351 0.00228306 0.01275543 0.00467234 0.01216369],"[5.6349882e-04 5.8628516e-03 4.9002967e-03 ... 1.7061934e+00 4.4873314e+00
 3.6384740e+00]"
1560,ID_8dabdded6,[0.00137408 0.00966924 0.00427902 0.01196961 0.00559337 0.01243183],"[6.5890286e-04 4.2704493e-03 5.1935576e-03 ... 1.6242864e+00 1.8274822e+00
 2.8189807e+00]"
1561,ID_f2af59258,[0.00051047 0.00846654 0.00270798 0.00817837 0.00520693 0.01152696],"[7.1854657e-04 4.8086797e-03 5.6106439e-03 ... 1.9404591e+00 2.5396583e+00
 2.4151535e+00]"
1562,ID_c333d5c46,[0.00053478 0.00738768 0.0028717  0.00870073 0.00638846 0.01093719],"[8.0349913e-04 5.4771439e-03 6.2702121e-03 ... 2.6489437e+00 8.0221701e-01
 9.9771553e-01]"
1563,ID_382eeebfb,[0.00057019 0.00893056 0.00333237 0.01338832 0.00815114 0.02191901],"[7.8518549e-04 6.0516624e-03 6.5189768e-03 ... 1.0645471e+00 1.6478002e+00
 5.3919595e-01]"
1564,ID_eacb22735,[0.00102572 0.01732991 0.00355024 0.02401329 0.01214699 0.02545855],"[1.0039713e-03 6.7769922e-03 6.9824243e-03 ... 1.8995249e+00 1.3370382e+00
 6.4484054e-01]"
1565,ID_c6e2f1fcc,[0.00102572 0.01732991 0.00355024 0.02401329 0.01214699 0.02545855],"[1.0039713e-03 6.7769922e-03 6.9824243e-03 ... 1.8995249e+00 1.3370382e+00
 6.4484054e-01]"
1566,ID_0baf8a7c4,[0.00048297 0.00664631 0.00220533 0.00365642 0.00457514 0.00744646],"[2.5865278e-04 4.3274546e-03 2.2071884e-03 ... 1.6565399e+00 6.7795122e-01
 8.1481588e-01]"
1567,ID_8afc5f615,[0.00107933 0.01879733 0.00504685 0.01649782 0.00782936 0.02144684],"[2.9445108e-04 4.4094343e-03 2.0672213e-03 ... 1.1111515e+00 6.7148364e-01
 5.7493210e-01]"
1568,ID_fdeaf894e,[0.00109529 0.01095791 0.00536038 0.00995498 0.00616537 0.01748497],"[3.0448643e-04 4.7349427e-03 2.1919506e-03 ... 1.1369803e+00 7.6986146e-01
 5.3625011e-01]"
1569,ID_9c4eaf077,[0.00224748 0.01696562 0.00927486 0.01762209 0.01045077 0.02769875],"[3.2519962e-04 4.0302686e-03 2.0442971e-03 ... 9.7517258e-01 3.1763452e-01
 1.0591667e+00]"
1570,ID_12920a915,[0.00220061 0.01368952 0.0079785  0.01554692 0.01012637 0.02934605],"[3.1974836e-04 3.4134579e-03 1.9157478e-03 ... 1.3467152e+00 8.3797142e-02
 3.7273890e-01]"
1571,ID_684306ac3,[0.00146186 0.0119597  0.0089795  0.01214423 0.00994987 0.01694741],"[2.8883951e-04 3.2464908e-03 1.9842482e-03 ... 1.2537594e+00 2.7269068e-01
 6.8206084e-01]"
1572,ID_fdc3bd1de,[0.00069934 0.01038337 0.00752341 0.00838544 0.00789511 0.01667534],"[3.4283128e-04 4.5633828e-03 2.2316310e-03 ... 1.4391226e+00 4.3905491e-01
 6.4700210e-01]"
1573,ID_a54105084,[0.00397686 0.03509056 0.02034914 0.03407492 0.02597612 0.08235705],"[3.6130013e-04 4.2232061e-03 2.1010223e-03 ... 8.8167906e-01 2.4742895e-01
 9.2680359e-01]"
